Username,TimeStamp,Text,Replies,Retweets,Likes,Sentiment
SakalMedia,2024-04-29T14:58:19.000Z,"Viral Video: गिल लावत होता फिल्डिंग अन् विराटने अचानक येऊन दिला जोरात धक्का, GT vs RCB सामन्यावेळी...
From esakal.comगुजरात आणि बेंगळुरू यांच्यातील आयपीएल सामन्यादरम्यान शुभमन गिल आणि विराट कोहली यांच्यात चकमक पाहायला मिळाली होती. 
#ViratKohli #ShubmanGill #GTvRCB #IPL2023 #Cricket #SakalNews",,,2,0.4278
Mohandas Menon,2024-03-24T04:45:55.000Z,"6
11
136
11Kगुजरात आणि बेंगळुरू यांच्यातील आयपीएल सामन्यादरम्यान शुभमन गिल आणि विराट कोहली यांच्यात चकमक पाहायला मिळाली होती. 
#ViratKohli #ShubmanGill #GTvRCB #IPL2023 #Cricket #SakalNews",,,2,0.0
LatestLY,2024-04-25T04:33:35.000Z,"Tamannaah Bhatia Summoned by Maharashtra Cyber in Illegal IPL 2023 Streaming Case on FairPlay App |...
From latestly.comगुजरात आणि बेंगळुरू यांच्यातील आयपीएल सामन्यादरम्यान शुभमन गिल आणि विराट कोहली यांच्यात चकमक पाहायला मिळाली होती. 
#ViratKohli #ShubmanGill #GTvRCB #IPL2023 #Cricket #SakalNews",,,2,-0.5574
LoksattaLive,2024-05-26T12:04:44.000Z,"आजारपणानंतरही IPL च्या अंतिम सामन्याला उपस्थित राहणार शाहरुख खान! आर्यन-सुहानासह सगळेच मित्रमंडळी...
From loksatta.comगुजरात आणि बेंगळुरू यांच्यातील आयपीएल सामन्यादरम्यान शुभमन गिल आणि विराट कोहली यांच्यात चकमक पाहायला मिळाली होती. 
#ViratKohli #ShubmanGill #GTvRCB #IPL2023 #Cricket #SakalNews",,,2,0.0
ESPNcricinfo,2024-05-29T06:25:01.000Z,"It's been two years since Gujarat Titans won their first IPL title under skipper Hardik Pandya, who was also the Player of the Match in the final 

Scorecard  http://es.pn/43zaFGf #IPL2022 #OnThisDay",7,7,245,0.5719
꧁༺🅟🅡🅸🅝🅒🅔༻꧂,2023-12-14T10:56:16.000Z,"This media has been disabled in response to a report by the copyright owner.It's been two years since Gujarat Titans won their first IPL title under skipper Hardik Pandya, who was also the Player of the Match in the final 

Scorecard  http://es.pn/43zaFGf #IPL2022 #OnThisDay",7,7,245,0.5719
Bandana Proteas ABD Adhikari (Tutu),2024-03-22T13:52:17.000Z,"0:03
Royal Challengers BengaluruIt's been two years since Gujarat Titans won their first IPL title under skipper Hardik Pandya, who was also the Player of the Match in the final 

Scorecard  http://es.pn/43zaFGf #IPL2022 #OnThisDay",7,7,245,0.7906
A D,2023-04-01T10:56:12.000Z,"It's been two years since Gujarat Titans won their first IPL title under skipper Hardik Pandya, who was also the Player of the Match in the final 

Scorecard  http://es.pn/43zaFGf #IPL2022 #OnThisDay",7,7,245,0.5719
Mahaveer dangi,2024-05-19T01:06:37.000Z,"It's been two years since Gujarat Titans won their first IPL title under skipper Hardik Pandya, who was also the Player of the Match in the final 

Scorecard  http://es.pn/43zaFGf #IPL2022 #OnThisDay",7,7,245,0.5719
Siju Moothedath,2024-05-23T04:33:57.000Z,"#RR is #RCB’s Playoff nightmare for a reason 

#IPL2022 Playoff  V/s  #IPL2024 playoff. 

#RCBvsRR #RRvaRCB #Haarcb #Playoffs",,5,8,0.0
तारिका त्यागी,2024-03-21T17:37:29.000Z,"#RR is #RCB’s Playoff nightmare for a reason 

#IPL2022 Playoff  V/s  #IPL2024 playoff. 

#RCBvsRR #RRvaRCB #Haarcb #Playoffs",,5,8,0.0
क्रीडाजगत,2023-05-28T06:21:54.000Z,"#RR is #RCB’s Playoff nightmare for a reason 

#IPL2022 Playoff  V/s  #IPL2024 playoff. 

#RCBvsRR #RRvaRCB #Haarcb #Playoffs",,5,8,0.0
Ansuman Rath,2023-08-19T13:27:12.000Z,"#RR is #RCB’s Playoff nightmare for a reason 

#IPL2022 Playoff  V/s  #IPL2024 playoff. 

#RCBvsRR #RRvaRCB #Haarcb #Playoffs",,5,8,0.0
RVCJ Media,2023-05-03T10:50:58.000Z,"#RR is #RCB’s Playoff nightmare for a reason 

#IPL2022 Playoff  V/s  #IPL2024 playoff. 

#RCBvsRR #RRvaRCB #Haarcb #Playoffs",,5,8,0.0
Delhi Capitals,2023-05-11T14:16:59.000Z,"The coach speaks about Rishabh 

The #DCPodcast is  with its nd episode and it's time we hear from the one & only, Ricky Ponting 

 to the full episode on Spotify  https://spoti.fi/3I2g00b

#YehHaiNayiDilli #IPL2022 #DCOriginals | 
@RickyPonting",1,13,187,0.0
Fantasy Counsel,2024-02-29T07:40:03.000Z,"The coach speaks about Rishabh 

The #DCPodcast is  with its nd episode and it's time we hear from the one & only, Ricky Ponting 

 to the full episode on Spotify  https://spoti.fi/3I2g00b

#YehHaiNayiDilli #IPL2022 #DCOriginals | 
@RickyPonting",1,13,187,0.0
Broken Cricket Dreams Cricket Blog,2023-04-23T10:23:30.000Z,"The coach speaks about Rishabh 

The #DCPodcast is  with its nd episode and it's time we hear from the one & only, Ricky Ponting 

 to the full episode on Spotify  https://spoti.fi/3I2g00b

#YehHaiNayiDilli #IPL2022 #DCOriginals | 
@RickyPonting",1,13,187,0.0
Tanmay Tiwary,2023-05-08T15:34:12.000Z,"2
74The coach speaks about Rishabh 

The #DCPodcast is  with its nd episode and it's time we hear from the one & only, Ricky Ponting 

 to the full episode on Spotify  https://spoti.fi/3I2g00b

#YehHaiNayiDilli #IPL2022 #DCOriginals | 
@RickyPonting",1,13,187,0.0
CricTracker Hindi,2024-05-29T15:15:00.000Z,"The coach speaks about Rishabh 

The #DCPodcast is  with its nd episode and it's time we hear from the one & only, Ricky Ponting 

 to the full episode on Spotify  https://spoti.fi/3I2g00b

#YehHaiNayiDilli #IPL2022 #DCOriginals | 
@RickyPonting",1,13,187,0.0
Ritesh Ranjan,2023-09-02T18:38:00.000Z,"The coach speaks about Rishabh 

The #DCPodcast is  with its nd episode and it's time we hear from the one & only, Ricky Ponting 

 to the full episode on Spotify  https://spoti.fi/3I2g00b

#YehHaiNayiDilli #IPL2022 #DCOriginals | 
@RickyPonting",1,13,187,0.0
CricTracker Hindi,2023-12-02T09:51:57.000Z,"आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
Dr Yogi Patel,2023-05-16T18:33:39.000Z,"1
1
289आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
Vibhor Mohan,2023-05-09T06:50:10.000Z,"आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
betway,2024-04-05T15:17:07.000Z,"आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
IPL WINNING CAPTAIN SHREYAS IYER,2023-04-08T16:17:56.000Z,"2
5
185आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
Comedy Tonic Telugu,2022-05-01T17:36:44.000Z,"0:49आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
RVCJ Media,2022-05-26T07:15:05.000Z,"आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
Wasim Jaffer,2022-04-13T17:58:25.000Z,"आईपीएल 2024 मिनी ऑक्शन के लिए कुल 1166 खिलाड़ियों ने रजिस्टर्ड कराया है

#IPL2022 #IPL #IPL2024 #MiniAuction #Cricket #CricTrackerHindi #CricketUpdates",,,,0.0
ESPNcricinfo,2023-07-16T14:41:17.000Z,"Yuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.5106
Sports Tak,2023-04-20T14:55:45.000Z,"Yuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.5106
Vishal S S Mehra,2023-05-23T13:35:09.000Z,"Vishal S S Mehra
@weshalltalkcric
·
May 23, 2023
Darshan Nalkande comes in for Yash Dayal. #IPL2023 #GTvCSKYuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.5106
Gallinews.com,2024-03-26T18:41:36.000Z,"Yuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.5106
Suriyakumar Palanisamy,2024-04-30T13:11:16.000Z,"5
15
848Yuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.5106
KKR Karavan,2023-04-24T17:09:15.000Z,"5
3
84
2.8KYuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.5106
Prajwal,2024-03-22T15:30:44.000Z,"3
1
4
1.1KYuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.5106
Almilany,2023-06-04T21:03:41.000Z,"youtube.com
You Need To Fear When #shorts #ipl #cricket #shortvideo #ipl2022...Yuzvendra Chahal revealed his disappointment at the manner of his parting with RCB, ahead of the #IPL2022 season 

Full story  http://es.pn/3DzoFVz #CricketTwitter",10,31,765,-0.7579
IndianPremierLeague,2022-05-29T18:02:23.000Z,"IPLT20.com - Indian Premier League Official Website - Results
From iplt20.comFinal. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
Sports Lounge,2023-08-19T04:48:54.000Z,"16Final. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
Business Upturn,2024-02-25T13:11:47.000Z,"Top 5 highest individual scores in IPL season | Business Upturn
From businessupturn.comFinal. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.2023
PK,2023-04-27T13:34:29.000Z,"89Final. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
oneindiatelugu,2023-05-01T05:44:07.000Z,"60Final. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
Nikita Singhaniya,2023-05-21T14:26:32.000Z,"1
1
6
462Final. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
IndianPremierLeague,2022-05-29T16:46:11.000Z,"IPLT20.com - Indian Premier League Official Website - Results
From iplt20.comFinal. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
IndianPremierLeague,2022-05-29T16:21:45.000Z,"IPLT20.com - Indian Premier League Official Website - Results
From iplt20.comFinal. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
Hariharan Durairaj 𝕏,2023-05-19T15:49:43.000Z,"2
9
287Final. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
IndianPremierLeague,2022-05-29T17:11:18.000Z,"IPLT20.com - Indian Premier League Official Website - Results
From iplt20.comFinal. 16.4: Prasidh Krishna to David Miller 4 runs, Gujarat Titans 115/3 https://bit.ly/TataIpl-2022-Final… #Final #TATAIPL #IPL2022",4,11,185,0.0
Reporter Live,2024-04-07T13:51:29.000Z,"വാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം
From reporterlive.comവാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
Republic Bharat - रिपब्लिक भारत,2023-06-01T04:23:38.000Z,"2
44
2Kവാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
Shivvam Sharma,2024-05-22T18:05:53.000Z,"1
725വാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
Sriram RJ,2023-05-28T12:39:49.000Z,"Willow TV US
@willowtv
·
May 28, 2023
 Here we go then, it’s time for the @IPL final!

 Will it be @ChennaiIPL or @gujarat_titans being crowned champions?
Show moreവാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.5707
RevSportz,2024-03-22T15:42:24.000Z,"1
504വാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
IndianPremierLeague,2022-05-29T17:01:56.000Z,"IPLT20.com - Indian Premier League Official Website - Results
From iplt20.comവാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
Republic,2024-04-23T09:43:15.000Z,"'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER-...
From republicworld.comവാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,-0.296
@EntrepreneurInd,2023-07-04T12:16:21.000Z,"187വാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
Thanthi TV,2023-04-22T05:07:54.000Z,"உதயநிதி ஏற்பாட்டில் இலவசமாக மேட்ச் பார்த்த சிறுவர்கள்...!
From thanthitv.comവാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
G.O.A.TArun,2023-05-29T21:14:43.000Z,"1
108വാങ്കഡെയില്‍ മുംബൈ അവതരിച്ചു; ഡല്‍ഹിയെ തകര്‍ത്ത് സീസണിലെ ആദ്യ വിജയം

#MIvsDC #IPL2022 #MIvDC",,,1,0.0
Republic Sports (R. Sports),2024-04-23T09:43:05.000Z,"'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER-...
From republicworld.com'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER

#YuzvendraChahal #RCB #MikeHesson #IPL2022 #IPL #RR #IPL2024",1,,,-0.5267
DNA,2023-07-23T16:08:55.000Z,"dnaindia.com
‘Jaddu was not upset with Mahi Bhai’: Former CSK player reveals secret of rift between Jadeja and...
Ambati Rayudu, former CSK player reveals truth about MS Dhoni and Ravindra Jadeja's rift during IPL 2022.'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER

#YuzvendraChahal #RCB #MikeHesson #IPL2022 #IPL #RR #IPL2024",1,,,0.3147
Jansatta,2023-12-06T05:39:04.000Z,"IPL में नहीं बिके विकेटकीपर ने 13 गेंद में ठोकी फिफ्टी; 37 गेंद में जीती टीम, लगाई जीत की हैट्रिक
From jansatta.com'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER

#YuzvendraChahal #RCB #MikeHesson #IPL2022 #IPL #RR #IPL2024",1,,,-0.296
News18 CricketNext,2023-04-26T07:42:52.000Z,"'I Support this Selection 100%': IND Spin Legend Backs 'Brilliant Player' Ajinkya Rahane's Test...
From news18.com'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER

#YuzvendraChahal #RCB #MikeHesson #IPL2022 #IPL #RR #IPL2024",1,,,0.6249
News State UP & UK,2023-05-18T17:32:31.000Z,"IPL 2023 : इस साल सनराइजर्स के सबसे सफल बल्लेबाज रहे क्लासेन, ऑरेंज कैप की रेस में भी टॉप 10 में...
From newsnationtv.com'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER

#YuzvendraChahal #RCB #MikeHesson #IPL2022 #IPL #RR #IPL2024",1,,,-0.296
IndiaTVSports,2023-07-16T08:12:12.000Z,"'No phone call, no communication': Yuzvendra Chahal makes shocking claims over RCB snub in IPL 2022
From indiatvnews.com'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER

#YuzvendraChahal #RCB #MikeHesson #IPL2022 #IPL #RR #IPL2024",1,,,-0.8779
Dainik Jagran,2023-04-09T03:30:00.000Z,"SRH vs PBKS Pitch Report: राजीव गांधी स्टेडियम में बल्लेबाजों की बोलती है तूती, स्पिनर्स भी बुनते...
From jagran.com'Chahal is one I will be frustrated with until I finish my career': Ex-RCB coach admits to BLUNDER

#YuzvendraChahal #RCB #MikeHesson #IPL2022 #IPL #RR #IPL2024",1,,,-0.296
Dainik Jagran,2023-04-09T03:30:00.000Z,"SRH vs PBKS Pitch Report: राजीव गांधी स्टेडियम में बल्लेबाजों की बोलती है तूती, स्पिनर्स भी बुनते...
From jagran.comSRH vs PBKS Pitch Report: राजीव गांधी स्टेडियम में बल्लेबाजों की होती है फुल मौज, स्पिनर्स भी बुनते हैं जाल

#SRHvsPBKS #IPL2022 #RajivGandhiStadium #PitchReport 
@SunRisers
 @PunjabKingsIPL",,,2,0.0
Tv9 Gujarati,2023-05-21T16:09:10.000Z,"2022માં 'ટાઈટન્સ'ને હરાવીને પ્લેઓફમાં પહોંચ્યા હતા 'રોયલ ચેલેન્જર્સ', આજે ફરી થશે ઈતિહાસનું...
From tv9gujarati.comSRH vs PBKS Pitch Report: राजीव गांधी स्टेडियम में बल्लेबाजों की होती है फुल मौज, स्पिनर्स भी बुनते हैं जाल

#SRHvsPBKS #IPL2022 #RajivGandhiStadium #PitchReport 
@SunRisers
 @PunjabKingsIPL",,,2,0.0
Cab4Now.com,2024-05-23T13:55:54.000Z,"Cricket Headlines
From juicestorm.comSRH vs PBKS Pitch Report: राजीव गांधी स्टेडियम में बल्लेबाजों की होती है फुल मौज, स्पिनर्स भी बुनते हैं जाल

#SRHvsPBKS #IPL2022 #RajivGandhiStadium #PitchReport 
@SunRisers
 @PunjabKingsIPL",,,2,0.0
Betfair Trading - JuiceStorm.com,2024-05-23T13:54:09.000Z,"Cricket Headlines
From juicestorm.comSRH vs PBKS Pitch Report: राजीव गांधी स्टेडियम में बल्लेबाजों की होती है फुल मौज, स्पिनर्स भी बुनते हैं जाल

#SRHvsPBKS #IPL2022 #RajivGandhiStadium #PitchReport 
@SunRisers
 @PunjabKingsIPL",,,2,0.0
Tv9 Gujarati,2023-05-21T16:09:10.000Z,"2022માં 'ટાઈટન્સ'ને હરાવીને પ્લેઓફમાં પહોંચ્યા હતા 'રોયલ ચેલેન્જર્સ', આજે ફરી થશે ઈતિહાસનું...
From tv9gujarati.com2022માં ‘ટાઈટન્સ’ને હરાવીને પ્લેઓફમાં પહોંચ્યા હતા ‘રોયલ ચેલેન્જર્સ’, આજે ફરી થશે ઈતિહાસનું પુનરાવર્તન ?

#IPL2022 #IPL2023 #RCB #RCBvsGT #ViratKohli",,,3,0.0
Cab4Now.com,2024-05-23T13:55:54.000Z,"Cricket Headlines
From juicestorm.com2022માં ‘ટાઈટન્સ’ને હરાવીને પ્લેઓફમાં પહોંચ્યા હતા ‘રોયલ ચેલેન્જર્સ’, આજે ફરી થશે ઈતિહાસનું પુનરાવર્તન ?

#IPL2022 #IPL2023 #RCB #RCBvsGT #ViratKohli",,,3,0.0
Betfair Trading - JuiceStorm.com,2024-05-23T13:54:09.000Z,"Cricket Headlines
From juicestorm.com2022માં ‘ટાઈટન્સ’ને હરાવીને પ્લેઓફમાં પહોંચ્યા હતા ‘રોયલ ચેલેન્જર્સ’, આજે ફરી થશે ઈતિહાસનું પુનરાવર્તન ?

#IPL2022 #IPL2023 #RCB #RCBvsGT #ViratKohli",,,3,0.0
Comedy Tonic Telugu,2021-10-13T17:44:30.000Z,#DCvsKKR #IPL2021,169,1.4K,3.5K,0.0
Comedy Tonic Telugu,2021-04-29T13:57:53.000Z,0:07#DCvsKKR #IPL2021,169,1.4K,3.5K,0.0
Mumbai Indians,2021-05-01T18:21:58.000Z,Kieron Pollard#DCvsKKR #IPL2021,169,1.4K,3.5K,0.0
Punjab Kings,2021-10-03T11:16:11.000Z,#DCvsKKR #IPL2021,169,1.4K,3.5K,0.0
Royal Challengers Bengaluru,2021-09-19T17:00:53.000Z,"Virat Kohli to step down from RCB captaincy after #IPL2021

“This will be my last IPL as captain of RCB. I’ll continue to be an RCB player till I play my last IPL game. I thank all the RCB fans for believing in me and supporting me.”: Virat Kohli

#PlayBold #WeAreChallengers",5.2K,22K,79K,0.7783
Chloe-Amanda Bailey,2021-03-30T03:58:01.000Z,"Virat Kohli to step down from RCB captaincy after #IPL2021

“This will be my last IPL as captain of RCB. I’ll continue to be an RCB player till I play my last IPL game. I thank all the RCB fans for believing in me and supporting me.”: Virat Kohli

#PlayBold #WeAreChallengers",5.2K,22K,79K,0.7783
Mumbai Indians,2021-10-08T02:30:00.000Z,"Virat Kohli to step down from RCB captaincy after #IPL2021

“This will be my last IPL as captain of RCB. I’ll continue to be an RCB player till I play my last IPL game. I thank all the RCB fans for believing in me and supporting me.”: Virat Kohli

#PlayBold #WeAreChallengers",5.2K,22K,79K,0.7783
Suresh Raina,2021-04-25T14:40:12.000Z,"Virat Kohli to step down from RCB captaincy after #IPL2021

“This will be my last IPL as captain of RCB. I’ll continue to be an RCB player till I play my last IPL game. I thank all the RCB fans for believing in me and supporting me.”: Virat Kohli

#PlayBold #WeAreChallengers",5.2K,22K,79K,0.7783
Wasim Jaffer,2021-04-15T06:05:07.000Z,"Virat Kohli to step down from RCB captaincy after #IPL2021

“This will be my last IPL as captain of RCB. I’ll continue to be an RCB player till I play my last IPL game. I thank all the RCB fans for believing in me and supporting me.”: Virat Kohli

#PlayBold #WeAreChallengers",5.2K,22K,79K,0.7783
Plutus,2023-06-21T07:43:46.000Z,"Virat Kohli to step down from RCB captaincy after #IPL2021

“This will be my last IPL as captain of RCB. I’ll continue to be an RCB player till I play my last IPL game. I thank all the RCB fans for believing in me and supporting me.”: Virat Kohli

#PlayBold #WeAreChallengers",5.2K,22K,79K,0.7783
"Your tweet is nice, that's why I",2023-07-21T16:50:09.000Z,"This media has been disabled in response to a report by the copyright owner.221 to chase
Russell wilding with 20 ball 50. 
Sam Curran with 7D chess  :

#IPL2021",,2,22,0.0
Mumbai Indians,2021-03-31T04:34:17.000Z,"221 to chase
Russell wilding with 20 ball 50. 
Sam Curran with 7D chess  :

#IPL2021",,2,22,0.0
Influencer Leo Das,2024-04-10T08:01:32.000Z,"221 to chase
Russell wilding with 20 ball 50. 
Sam Curran with 7D chess  :

#IPL2021",,2,22,0.0
Cricbuzz,2021-09-19T17:00:16.000Z,"221 to chase
Russell wilding with 20 ball 50. 
Sam Curran with 7D chess  :

#IPL2021",,2,22,0.0
Aadi,2024-05-18T18:35:14.000Z,"221 to chase
Russell wilding with 20 ball 50. 
Sam Curran with 7D chess  :

#IPL2021",,2,22,0.0
Royal Challengers Bengaluru,2021-04-01T07:34:30.000Z,"Virat Kohli221 to chase
Russell wilding with 20 ball 50. 
Sam Curran with 7D chess  :

#IPL2021",,2,22,0.0
Royal Challengers Bengaluru,2021-01-27T08:54:14.000Z,"IPL Auction 2021 
Date: th February, 2021. 
Venue: Chennai  

Who do you think should be a part of RCB’s #ClassOf2021? 

#PlayBold #IPLAuction #IPL2021",1.2K,1K,15K,0.0
Madras Man,2024-05-13T16:39:06.000Z,"IPL Auction 2021 
Date: th February, 2021. 
Venue: Chennai  

Who do you think should be a part of RCB’s #ClassOf2021? 

#PlayBold #IPLAuction #IPL2021",1.2K,1K,15K,0.0
αbhι¹⁸,2024-04-06T04:43:43.000Z,"IPL Auction 2021 
Date: th February, 2021. 
Venue: Chennai  

Who do you think should be a part of RCB’s #ClassOf2021? 

#PlayBold #IPLAuction #IPL2021",1.2K,1K,15K,0.0
Wasim Jaffer,2021-04-12T18:22:01.000Z,"Salman Khan
@BeingSalmanKhan
·
May 28, 2014
Zinta's team won kya ?IPL Auction 2021 
Date: th February, 2021. 
Venue: Chennai  

Who do you think should be a part of RCB’s #ClassOf2021? 

#PlayBold #IPLAuction #IPL2021",1.2K,1K,15K,0.6199
Rajasthan Royals,2021-01-20T13:18:09.000Z,"IPL Auction 2021 
Date: th February, 2021. 
Venue: Chennai  

Who do you think should be a part of RCB’s #ClassOf2021? 

#PlayBold #IPLAuction #IPL2021",1.2K,1K,15K,0.0
Ravi Shastri,2021-04-10T07:28:35.000Z,"Guru vs Chela. Bahot Maza aayega aaj. Stump Mic suniyega zaroor #DhoniReturns #Pant #IPL2021 #DCvsCSK - 
@ChennaiIPL
 @DelhiCapitals",621,5.6K,75K,0.0
KolkataKnightRiders,2021-10-08T16:45:41.000Z,"Guru vs Chela. Bahot Maza aayega aaj. Stump Mic suniyega zaroor #DhoniReturns #Pant #IPL2021 #DCvsCSK - 
@ChennaiIPL
 @DelhiCapitals",621,5.6K,75K,0.0
Plutus,2023-07-10T11:10:23.000Z,"0:39Guru vs Chela. Bahot Maza aayega aaj. Stump Mic suniyega zaroor #DhoniReturns #Pant #IPL2021 #DCvsCSK - 
@ChennaiIPL
 @DelhiCapitals",621,5.6K,75K,0.0
